Route ID,Route URL,Route name,Tags,Location,Distance,Elevation gain,Unpaved Percent,View Count,Collections,Created,Created by,Last Modification Date,Last Modification by,Privacy,Events,Experiences,Is Archived
6948206,https://ridewithgps.com/routes/6948206,Arnprior [Stittsville],"Touring, W, v2020","Ottawa, Ontario",136.91,556,11,41,"",2015-02-07,David Palmer,2021-02-02,William Bourne,Public,"","",No
6948211,https://ridewithgps.com/routes/6948211,Westport_112 [Perth],"Westport Tour, Touring, W, v2020","Perth, Ontario",112.36,1107,12,13,"",2015-02-07,Andre Gauthier,2020-11-22,Andre Gauthier,Public,"","",No
7054917,https://ridewithgps.com/routes/7054917,Kinburn_78km [Andrew Haydon Park],"Touring, W","Ottawa, Ontario",77.73,404,2,1188,"",2015-02-23,Touring Director,2023-08-20,Ken Panton,Public,"","",No
7057267,https://ridewithgps.com/routes/7057267,Carp_65 [Andrew Haydon Park],"Touring, W","Ottawa, Ontario",64.42,392,0,468,"",2015-02-23,Touring Director,2020-11-16,Andre Gauthier,Public,"","",No
7102554,https://ridewithgps.com/routes/7102554,Manotick_41[Sportsplex],"Touring, S, v2020","Ottawa, Ontario",41.19,188,0,805,"",2015-03-02,Hélène Soucy,2023-05-31,Cristina Inglis,Public,"","",No
7102687,https://ridewithgps.com/routes/7102687,ManotickStation [Elmvale],"Touring, S, v2020","Ottawa, Ontario",45.51,263,0,62,"",2015-03-02,Andre Gauthier,2020-11-22,Andre Gauthier,Public,"","",No
7102924,https://ridewithgps.com/routes/7102924,Carp_47 [MarchRdMetro],"Touring, W, v2020","Ottawa, Ontario",46.38,237,2,361,"",2015-03-02,David Palmer,2021-01-06,William Bourne,Public,"","",No
7102968,https://ridewithgps.com/routes/7102968,Richmond_55 [Sportsplex],"Touring, S, v2020","Ottawa, Ontario",54.52,279,0,938,"",2015-03-02,Hélène Soucy,2020-11-16,Andre Gauthier,Public,"","",No
7103069,https://ridewithgps.com/routes/7103069,Baxters Corners 2 [Hylands GC],"Touring, S, v2020","Ottawa, Ontario",58.96,275,0,580,"",2015-03-02,Andre Gauthier,2020-11-22,Andre Gauthier,Public,"","",No
7134151,https://ridewithgps.com/routes/7134151,Greely_56 [Hylands GC],"Touring, S, v2020","Ottawa, Ontario",56.43,255,0,38,"",2015-03-07,Andre Gauthier,2020-11-22,Andre Gauthier,Public,"","",No
7134213,https://ridewithgps.com/routes/7134213,ThunderRd [Seresco],"Touring, v2020","Ottawa, Ontario",32.31,130,0,258,45 or Less,2015-03-07,Andre Gauthier,2020-12-11,Andre Gauthier,Public,"","",No
7134239,https://ridewithgps.com/routes/7134239,Dunrobin_62 [MarchRdMetro],"Touring, W, v2020","Ottawa, Ontario",62.41,419,0,264,"",2015-03-07,David Palmer,2021-01-06,William Bourne,Public,"","",No
7159733,https://ridewithgps.com/routes/7159733,Baxter_79 [Sportsplex],"Touring, S, v2020","Ottawa, Ontario",79.04,429,3,356,"",2015-03-10,David Palmer,2020-11-16,Andre Gauthier,Public,"","",No
7189443,https://ridewithgps.com/routes/7189443,Animalathon_West [Britannia],"Animathlon, W, Event","Ottawa, Ontario",323.96,2215,5,230,"",2015-03-14,Touring Director,2020-11-11,William Bourne,Public,"","",Yes
7189773,https://ridewithgps.com/routes/7189773,Calabogie_Humanathon [Britannia],"Humanathon, W, Event","Ottawa, Ontario",228.64,1340,1,274,"",2015-03-14,Touring Director,2020-11-11,William Bourne,Public,"","",No
7209562,https://ridewithgps.com/routes/7209562,Calabogie_Challenge [Britannia],"W, Event","Ottawa, Ontario",203.38,1244,1,159,"",2015-03-16,Touring Director,2020-11-12,William Bourne,Public,"","",No
7209881,https://ridewithgps.com/routes/7209881,Animalathon_East [Elmvale],"Animathlon, E, Event, v2020","Ottawa, Ontario",307.22,883,0,54,"",2015-03-16,Touring Director,2020-12-03,William Bourne,Public,"","",Yes
7226152,https://ridewithgps.com/routes/7226152,LongSault [Russell],"Touring, S, v2020","Russell, Ontario",140.71,406,6,326,"",2015-03-18,Andre Gauthier,2020-11-22,Andre Gauthier,Public,"","",No
8166827,https://ridewithgps.com/routes/8166827,Richmond_73km [Hylands Gold Course],"Touring, S","Ottawa, Ontario",73.01,341,0,707,Ottawa -Centre-South,2015-06-01,Touring Director,2021-04-06,Harold Blount,Public,"","",No
8534973,https://ridewithgps.com/routes/8534973,Cumberland [Billings],Touring,"Ottawa, Ontario",119.52,481,0,53,"",2015-06-15,Andre Gauthier,2020-11-13,Andre Gauthier,Public,"","",Yes
10362761,https://ridewithgps.com/routes/10362761,Amherst [Mt Tremblant],"Mont-Tremblant Tour, SECT, TE","Mont-Tremblant, Québec",59.41,534,0,25,"",2015-09-13,Touring Director,2020-11-15,Andre Gauthier,Public,"","",No
10362792,https://ridewithgps.com/routes/10362792,Mt Tremblant 1 [Amherst],"Mont-Tremblant Tour, SECT, TE","Amherst, Québec",111.4,1199,1,23,"",2015-09-13,Touring Director,2020-11-15,Andre Gauthier,Public,"","",No
10437162,https://ridewithgps.com/routes/10437162,Mt Tremblant 3 [Amherst],"Mont-Tremblant Tour, SECT, TE","Amherst, Québec",83.68,907,0,10,"",2015-09-18,Touring Director,2020-11-15,Andre Gauthier,Public,"","",No
12303613,https://ridewithgps.com/routes/12303613,Dunrobin_60 [Andrew Haydon Park],"Touring, W","Ottawa, Ontario",59.65,297,2,272,"",2016-02-23,Touring Director,2020-11-16,Andre Gauthier,Public,"","",No
12403870,https://ridewithgps.com/routes/12403870,Champlain Lookout [Billings],Touring,"Ottawa, Ontario",67.87,834,0,145,"",2016-03-01,Andre Gauthier,2020-11-13,Andre Gauthier,Public,"","",Yes
12496470,https://ridewithgps.com/routes/12496470,Wakefield_72[Moussette],"Touring, N, v2020","Gatineau, Québec",71.57,827,0,779,"",2016-03-08,Andre Gauthier,2020-11-16,Andre Gauthier,Public,"","",No
12496623,https://ridewithgps.com/routes/12496623,Lacelles_108 [Moussette],"Touring, N","Gatineau, Québec",108.06,1223,8,361,"",2016-03-08,Andre Gauthier,2020-11-16,Andre Gauthier,Public,"","",Yes
12496695,https://ridewithgps.com/routes/12496695,Farrelton [Moussette],"Touring, N","Gatineau, Québec",120.58,1346,9,12,"",2016-03-08,Andre Gauthier,2020-11-15,Andre Gauthier,Public,"","",Yes
12587816,https://ridewithgps.com/routes/12587816,Ste-Cecile_126 [Moussette],"Touring, N","Gatineau, Québec",126.44,1412,8,428,"",2016-03-14,Touring Director,2020-11-16,Andre Gauthier,Public,"","",Yes
12635443,https://ridewithgps.com/routes/12635443,Carp_68 [Andrew Haydon Park],"Touring, W","Ottawa, Ontario",67.72,381,0,591,"",2016-03-17,Touring Director,2020-11-16,Andre Gauthier,Public,"","",No
12935350,https://ridewithgps.com/routes/12935350?privacy_code=y4OxxZ591S9Fkvrn,RLCT 2015 - Classic Route - Ottawa To Kingston Rev 2015-05-25,RLCT,"Ottawa, Ontario",170.85,619,5,0,"",2016-04-04,"",2019-03-20,"",Route Managers Only,"","",Yes
12935385,https://ridewithgps.com/routes/12935385?privacy_code=FTpzKw5Xk26lMXa2,RLCT 2015 - Classic Route - Kingston To Ottawa Rev 2015-05-19,RLCT,"Kingston, Ontario",170.62,602,5,0,"",2016-04-04,"",2019-03-20,"",Route Managers Only,"","",Yes
12935393,https://ridewithgps.com/routes/12935393?privacy_code=xh0s4BmX3YUL3X1g,RLCT 2015 - Century Route Perth to Kingston Rev 2015-05-16,RLCT,"Perth, Ontario",101.57,282,7,3,"",2016-04-04,Touring Director,2019-03-20,Touring Director,Route Managers Only,"","",Yes
12935398,https://ridewithgps.com/routes/12935398?privacy_code=MG50bgrvnsIIrvCC,RLCT 2015 - Century Route Kingston to Perth Rev 2015-05-16,RLCT,"Kingston, Ontario",101.56,315,7,20,"",2016-04-04,Touring Director,2019-03-20,Touring Director,Route Managers Only,"","",Yes
12935406,https://ridewithgps.com/routes/12935406?privacy_code=FQLCtPXq5ueKpYcY,RLCT 2015 - Cruise Route Ottawa to Kingston Rev 2015-05-20,RLCT,"Ottawa, Ontario",174.15,539,0,0,"",2016-04-04,Touring Director,2019-03-20,Touring Director,Route Managers Only,"","",Yes
12935407,https://ridewithgps.com/routes/12935407?privacy_code=1MmVYdUns0DVqhXb,RLCT 2015 - Cruise Route Kingston to Ottawa Rev 2015-05-20,RLCT,"Kingston, Ontario",173.81,536,0,0,"",2016-04-04,"",2019-03-20,"",Route Managers Only,"","",Yes
12935413,https://ridewithgps.com/routes/12935413?privacy_code=ovYXyt1l8GN50Lhe,RLCT  2015 - Challenge Route - Ottawa to Kingston - Rev 2015-05-20,RLCT,"Ottawa, Ontario",210.16,1011,5,0,"",2016-04-04,Touring Director,2019-03-20,Touring Director,Route Managers Only,"","",Yes
12935418,https://ridewithgps.com/routes/12935418?privacy_code=2BUVIAz7BUFSG896,RLCT 2015 - Challenge Route - Kingston to Ottawa - Rev 2015-05-20,RLCT,"Kingston, Ontario",210.12,988,4,1,"",2016-04-04,Touring Director,2019-03-20,Touring Director,Route Managers Only,"","",Yes
12936515,https://ridewithgps.com/routes/12936515?privacy_code=VDMAkcz8ECXmTg3A,RLCT 2016 - Century Route Perth to Kingston Rev 2016-04-04 ,RLCT,"Perth, Ontario",100.39,278,7,38,"",2016-04-04,Touring Director,2019-03-20,Touring Director,Route Managers Only,"","",Yes
12936915,https://ridewithgps.com/routes/12936915?privacy_code=DmUvZr5JTORWVl9c,RLCT 2016 - Century Route Kingston to Perth Rev 2016-04-04,RLCT,"Kingston, Ontario",100.39,321,7,9,"",2016-04-04,"",2019-03-20,"",Route Managers Only,"","",Yes
12937492,https://ridewithgps.com/routes/12937492?privacy_code=xHcJnS7C6QycRXUk,RLCT 2016 - Classic Route - Ottawa To Kingston Rev 2016-04-04,RLCT,"Ottawa, Ontario",171.5,625,5,162,"",2016-04-04,"",2019-03-20,"",Route Managers Only,"","",Yes
12937735,https://ridewithgps.com/routes/12937735?privacy_code=rymc2WxDHetbq9ZJ,RLCT 2016 - Classic Route - Kingston To Ottawa Rev 2016-04-04,RLCT,"Kingston, Ontario",171.73,614,5,34,"",2016-04-04,"",2019-03-20,"",Route Managers Only,"","",Yes
12939675,https://ridewithgps.com/routes/12939675?privacy_code=0oT0x8kknisuwTWO,RLCT  2016 - Challenge Route - Ottawa to Kingston - Rev 2016-04-04,RLCT,"Ottawa, Ontario",210.67,1014,5,26,"",2016-04-04,Touring Director,2019-03-20,Touring Director,Route Managers Only,"","",Yes
12939846,https://ridewithgps.com/routes/12939846?privacy_code=9WUmzUlJ0dUFQ5DF,RLCT 2016 - Challenge Route - Kingston to Ottawa - Rev 2016-04-04,RLCT,"Kingston, Ontario",210.45,995,6,14,"",2016-04-04,"",2019-03-20,"",Route Managers Only,"","",Yes
12940030,https://ridewithgps.com/routes/12940030?privacy_code=w9Q7lazmVgwL2BM4,RLCT 2016 - Cruise Route Ottawa to Kingston Rev 2016-04-04,RLCT,"Ottawa, Ontario",174.3,537,0,34,"",2016-04-04,"",2019-03-20,"",Route Managers Only,"","",Yes
12940120,https://ridewithgps.com/routes/12940120?privacy_code=Bvl2JEsIJIBKZPyz,RLCT 2016 - Cruise Route Kingston to Ottawa Rev 2016-04-04,RLCT,"Kingston, Ontario",174.86,538,0,12,"",2016-04-04,"",2019-03-20,"",Route Managers Only,"","",Yes
13356907,https://ridewithgps.com/routes/13356907,Chaffey's Locks_54[Westport],"Westport Tour, TE, S, v2020, 50for50, Touring","Westport, Ontario",54.19,105,43,248,"Westport-Newboro, 50-for-50",2016-04-26,Andre Gauthier,2021-04-14,Andre Gauthier,Public,"","",No
13356947,https://ridewithgps.com/routes/13356947,Jones Falls 1 [Westport] ,"Westport Tour, TE, S, v2020","Westport, Ontario",109.25,304,5,36,"",2016-04-26,William Bourne,2020-11-13,Andre Gauthier,Public,"","",No
13356990,https://ridewithgps.com/routes/13356990,Delta [Westport],"Westport Tour, TE, S, v2020","Westport, Ontario",82.49,254,10,44,"",2016-04-26,William Bourne,2020-11-13,Andre Gauthier,Public,"","",No
13398867,https://ridewithgps.com/routes/13398867,Sharbot L. [Westport],"Westport Tour, TE, S, v2020","Westport, Ontario",36.02,195,0,50,"",2016-04-28,William Bourne,2020-11-13,Andre Gauthier,Public,"","",No
13398890,https://ridewithgps.com/routes/13398890,Elphin [Westport],"Westport Tour, TE, S, v2020","Westport, Ontario",106.09,602,0,56,"",2016-04-28,William Bourne,2020-11-13,Andre Gauthier,Public,"","",No
13399000,https://ridewithgps.com/routes/13399000,Chaffey's Locks 3 [Westport] ,"Westport Tour, TE, S, v2020","Westport, Ontario",71.62,263,29,97,"",2016-04-28,William Bourne,2020-11-13,Andre Gauthier,Public,"","",No
13399070,https://ridewithgps.com/routes/13399070,Elgin [Westport],"Westport Tour, TE, S, v2020","Westport, Ontario",69.6,163,12,31,"",2016-04-28,William Bourne,2020-11-13,Andre Gauthier,Public,"","",No
13649334,https://ridewithgps.com/routes/13649334?privacy_code=qbPYBnJRJCssmDr9,RLCT 2016-Classic Day 1-V2,RLCT,"Ottawa, Ontario",171.27,625,5,1304,"",2016-05-10,"",2019-03-20,"",Route Managers Only,"","",Yes
13649787,https://ridewithgps.com/routes/13649787?privacy_code=FU6tSDmK48GPsAgA,RLCT  2016-Challenge Day 1-V2,RLCT,"Ottawa, Ontario",210.37,1012,5,349,"",2016-05-10,Touring Director,2019-03-20,Touring Director,Route Managers Only,"","",Yes
13649899,https://ridewithgps.com/routes/13649899?privacy_code=dDQwTIItJSGMkCHY,RLCT 2016-Challenge Day 2-V2,RLCT,"Kingston, Ontario",210.3,995,6,110,"",2016-05-10,"",2019-03-20,"",Route Managers Only,"","",Yes
13650113,https://ridewithgps.com/routes/13650113?privacy_code=P4DD1ULI5ZrW5GGf,RLCT 2016-Century Day 1-V2,RLCT,"Perth, Ontario",100.39,278,7,145,"",2016-05-10,"",2019-03-20,"",Route Managers Only,"","",Yes
13650151,https://ridewithgps.com/routes/13650151?privacy_code=UOIYhLSGdIJnzDjo,RLCT 2016-Classic Day 2-V2,RLCT,"Kingston, Ontario",171.19,614,5,430,"",2016-05-10,"",2019-03-20,"",Route Managers Only,"","",Yes
13650252,https://ridewithgps.com/routes/13650252?privacy_code=u4pOBnahh1wbfbt1,RLCT 2016-Century Day 2-V2,RLCT,"Kingston, Ontario",100.39,321,7,41,"",2016-05-10,"",2019-03-20,"",Route Managers Only,"","",Yes
13650365,https://ridewithgps.com/routes/13650365?privacy_code=AdtDAp3Qca0NF4Am,RLCT 2016-Cruise Day 1-V2,RLCT,"Ottawa, Ontario",174.3,537,0,98,"",2016-05-10,"",2019-03-20,"",Route Managers Only,"","",Yes
13650508,https://ridewithgps.com/routes/13650508?privacy_code=RTNBwOUg6XkFe3pZ,RLCT 2016-Cruise Day 2-V2,RLCT,"Kingston, Ontario",174.86,538,0,33,"",2016-05-10,"",2019-03-20,"",Route Managers Only,"","",Yes
13664284,https://ridewithgps.com/routes/13664284,Athens [Westport],"Westport Tour, TE, S, v2020","Westport, Ontario",138.94,433,14,27,"",2016-05-11,William Bourne,2020-11-13,Andre Gauthier,Public,"","",No
13665050,https://ridewithgps.com/routes/13665050,Jones Falls 2 [Westport],"Westport Tour, TE, S, v2020","Westport, Ontario",112.41,298,14,30,Westport Getaway Routes,2016-05-11,William Bourne,2020-11-13,Andre Gauthier,Public,"","",No
13698053,https://ridewithgps.com/routes/13698053,Chaffey's Locks 4 [Westport],"Westport Tour, TE, S, v2020","Westport, Ontario",77.86,138,27,40,"",2016-05-13,William Bourne,2020-11-13,Andre Gauthier,Public,"","",No
13798186,https://ridewithgps.com/routes/13798186,Jones Falls 3 [Westport],"Westport Tour, TE, S, v2020","Westport, Ontario",117.66,384,22,24,"",2016-05-17,William Bourne,2020-11-13,Andre Gauthier,Public,"","",No
13798258,https://ridewithgps.com/routes/13798258,Jones Falls 5 [Westport],"Westport Tour, TE, S, v2020","Westport, Ontario",99.68,376,26,21,"",2016-05-17,William Bourne,2020-11-13,Andre Gauthier,Public,"","",No
13923680,https://ridewithgps.com/routes/13923680,Dunrobin_41 [MarchRdMetro],"Touring, W, v2020","Ottawa, Ontario",41.43,209,6,75,45 or Less,2016-05-23,David Palmer,2021-01-06,William Bourne,Public,"","",No
13923812,https://ridewithgps.com/routes/13923812,Dunrobin_51 [MarchRdMetro],"Touring, W","Ottawa, Ontario",50.79,189,5,17,"",2016-05-23,David Palmer,2020-11-22,Andre Gauthier,Public,"","",Yes
13927024,https://ridewithgps.com/routes/13927024,Dunrobin_59 [MarchRdMetro],"Touring, W, v2020","Ottawa, Ontario",59.7,247,6,48,"",2016-05-23,David Palmer,2021-01-06,William Bourne,Public,"","",No
13989187,https://ridewithgps.com/routes/13989187?privacy_code=Lo4lqIDymsqXRMq4,RLCT 2016-Century Day 1-V3,RLCT,"Perth, Ontario",100.39,278,7,657,"",2016-05-26,"",2019-03-20,"",Route Managers Only,"","",Yes
13989258,https://ridewithgps.com/routes/13989258?privacy_code=hq93vE0U3OK7gH76,RLCT 2016-Century Day 2-V3,RLCT,"Kingston, Ontario",100.39,321,7,238,"",2016-05-26,"",2019-03-20,"",Route Managers Only,"","",Yes
13989413,https://ridewithgps.com/routes/13989413?privacy_code=iW1twjsTCtX2JxWo,RLCT 2016-Cruise Day 1-V3,RLCT,"Ottawa, Ontario",174.3,537,0,527,"",2016-05-26,"",2019-03-20,"",Route Managers Only,"","",Yes
13989458,https://ridewithgps.com/routes/13989458?privacy_code=Ul5DEgUbd1dGy4UV,RLCT 2016-Cruise Day 2-V3,RLCT,"Kingston, Ontario",173.93,538,0,190,"",2016-05-26,"",2019-03-20,"",Route Managers Only,"","",Yes
14707465,https://ridewithgps.com/routes/14707465,Greely_65 [Hylands GC],"Touring, S, v2020","Ottawa, Ontario",64.98,302,0,434,"",2016-06-26,Touring Director,2020-11-22,Andre Gauthier,Public,"","",No
15663064,https://ridewithgps.com/routes/15663064,Chaffey's Locks 2 [Westport] ,"Westport Tour, TE, S, v2020","Westport, Ontario",104.1,404,33,23,"",2016-08-06,William Bourne,2020-11-13,Andre Gauthier,Public,"","",No
15663272,https://ridewithgps.com/routes/15663272,Snow Road [Westport],"Westport Tour, TE, S, v2020","Westport, Ontario",109.34,614,3,41,"",2016-08-06,William Bourne,2020-11-13,Andre Gauthier,Public,"","",No
16595882,https://ridewithgps.com/routes/16595882,Amherst [MtTremblant],"SECT, Mont-Tremblant Tour, TE","Mont-Tremblant, Québec",83.57,879,0,78,"",2016-09-15,Andre Gauthier,2020-11-15,Andre Gauthier,Public,"","",No
16596411,https://ridewithgps.com/routes/16596411,Amherst Driving Directions [Ottawa],"SECT, Mont-Tremblant Tour, TE","Ottawa, Ontario",131.79,1271,0,38,"",2016-09-15,Andre Gauthier,2020-11-12,William Bourne,Public,"","",No
16601807,https://ridewithgps.com/routes/16601807,Mt Tremblant 2 [Amherst],"SECT, Mont-Tremblant Tour, TE","Amherst, Québec",59.23,554,0,49,"",2016-09-15,Andre Gauthier,2020-11-15,Andre Gauthier,Public,"","",No
21153525,https://ridewithgps.com/routes/21153525?privacy_code=IdeezEiCI1m5lzPk,RLCT-CRD1-V4 Cruise Day 1,RLCT,"Ottawa, Ontario",174.3,537,0,385,"",2017-05-14,"",2019-03-20,"",Route Managers Only,"","",Yes
21156162,https://ridewithgps.com/routes/21156162?privacy_code=yzRCwWaeW2OxcUKo,RLCT-CRD2-V4 Cruise Day 2,RLCT,"Kingston, Ontario",173.93,538,0,238,"",2017-05-14,"",2019-03-20,"",Route Managers Only,"","",Yes
21156530,https://ridewithgps.com/routes/21156530?privacy_code=6z4OpgCNYDb0oNQ8,RLCT-CED1-V5 Century Day 1,RLCT,"Perth, Ontario",100.39,278,7,2142,"",2017-05-14,Touring Director,2020-01-21,dave yaeger,Route Managers Only,"","",Yes
21156906,https://ridewithgps.com/routes/21156906?privacy_code=8OcRjqHr7fPiCN0P,RLCT-CED2-V4 Century Day 2,RLCT,"Kingston, Ontario",100.39,321,7,500,"",2017-05-14,"",2019-05-29,"",Route Managers Only,"","",Yes
21157237,https://ridewithgps.com/routes/21157237?privacy_code=kUNEveWBdBPVWsIW,RLCT-CLD1-V3 Classic Day 1,RLCT,"Ottawa, Ontario",171.27,625,5,1713,"",2017-05-14,"",2019-05-29,"",Route Managers Only,"","",Yes
21157272,https://ridewithgps.com/routes/21157272?privacy_code=rKDQlG2vKoXgqrr2,RLCT-CLD2-V3 Classic Day 2,RLCT,"Kingston, Ontario",171.19,614,5,635,"",2017-05-14,"",2019-05-29,"",Route Managers Only,"","",Yes
21157346,https://ridewithgps.com/routes/21157346?privacy_code=hIwtcZTERApW4v4X,RLCT-CHD1-V3 Challenge Day 1,RLCT,"Ottawa, Ontario",210.37,1012,5,455,"",2017-05-14,"",2019-05-29,"",Route Managers Only,"","",Yes
21157431,https://ridewithgps.com/routes/21157431?privacy_code=8dx8kOpV3JTBgrN9,RLCT-CHD2-V3 Challenge Day 2,RLCT,"Kingston, Ontario",210.3,995,6,176,"",2017-05-14,dave yaeger,2019-05-29,dave yaeger,Route Managers Only,"","",Yes
22096370,https://ridewithgps.com/routes/22096370,CDN Road 80km Wakefield [Tunneys],"Touring, N","Ottawa, Ontario",80.57,888,0,336,"",2017-06-13,William Bourne,2020-12-03,William Bourne,Public,"","",No
22097004,https://ridewithgps.com/routes/22097004,CDN Road 52km Chelsea [Tunneys] ,"Touring, N","Ottawa, Ontario",52.16,698,0,57,"",2017-06-13,William Bourne,2020-12-03,William Bourne,Public,"","",No
